,type,itemLabel,typeLabel,item,url
9,Q374259,retina,color vision,Q169342,https://europepmc.org/article/MED/31436334
10,Q4936952,retina,anatomical structure,Q169342,https://europepmc.org/article/MED/31436334
11,,sense,,Q173253,https://europepmc.org/article/MED/31436334
12,,transcription,,Q177900,https://europepmc.org/article/MED/31436334
13,Q24017414,cell type,second-order class,Q189118,https://europepmc.org/article/MED/31436334
14,Q103997018,cell type,direct anatomical metaclass,Q189118,https://europepmc.org/article/MED/31436334
15,,image processing,,Q327008,https://europepmc.org/article/MED/31436334
16,Q189118,astrocyte,cell type,Q502961,https://europepmc.org/article/MED/31436334
17,Q189118,rod cell,cell type,Q505544,https://europepmc.org/article/MED/31436334
18,,cluster analysis,,Q622825,https://europepmc.org/article/MED/31436334
19,Q189118,Müller glia,cell type,Q735343,https://europepmc.org/article/MED/31436334
20,Q189118,retinal ganglion cell,cell type,Q927337,https://europepmc.org/article/MED/31436334
21,Q189118,microglia,cell type,Q1622829,https://europepmc.org/article/MED/31436334
22,Q189118,retina horizontal cell,cell type,Q1628177,https://europepmc.org/article/MED/31436334
23,Q16521,Homo sapiens,taxon,Q15978631,https://europepmc.org/article/MED/31436334
24,Q7187,MALAT1,gene,Q18056223,https://europepmc.org/article/MED/31436334
25,Q427087,MALAT1,non-coding RNA,Q18056223,https://europepmc.org/article/MED/31436334
26,Q26879200,single-cell RNA-seq,biochemistry method,Q18409577,https://europepmc.org/article/MED/31436334
27,,group of cells,,Q20088819,https://europepmc.org/article/MED/31436334
28,,cell line,,Q21014462,https://europepmc.org/article/MED/31436334
29,,healthy,,Q24238419,https://europepmc.org/article/MED/31436334
30,Q16334295,tissue donors,group of humans,Q65982613,https://europepmc.org/article/MED/31436334
31,,portion of neural tissue,,Q66505023,https://europepmc.org/article/MED/31436334
32,Q189118,bipolar cell of retina,cell type,Q66563425,https://europepmc.org/article/MED/31436334
33,,Q66563442,,Q66563442,https://europepmc.org/article/MED/31436334
34,,cell atlas,,Q104450703,https://europepmc.org/article/MED/31436334
35,,human retina,,Q104591389,https://europepmc.org/article/MED/31436334
36,,Q104591409,,Q104591409,https://europepmc.org/article/MED/31436334
37,,molecular profile,,Q104591448,https://europepmc.org/article/MED/31436334
38,Q189118,degenerating cell,cell type,Q104591455,https://europepmc.org/article/MED/31436334
39,Q2996394,rod photoreceptor degeneration,biological process,Q104591461,https://europepmc.org/article/MED/31436334
40,,post-mortem time,,Q104591470,https://europepmc.org/article/MED/31436334
41,Q189118,pluripotent stem cell-derived cone photoreceptors,cell type,Q104591481,https://europepmc.org/article/MED/31436334
42,Q189118,human retinal cell,cell type,Q104591557,https://europepmc.org/article/MED/31436334
0,Q103812529,lung,organ type,Q7886,https://europepmc.org/article/MED/31209336
1,,homeostasis,,Q103191,https://europepmc.org/article/MED/31209336
2,,pathogen,,Q170065,https://europepmc.org/article/MED/31209336
3,Q24017414,cell type,second-order class,Q189118,https://europepmc.org/article/MED/31209336
4,Q103997018,cell type,direct anatomical metaclass,Q189118,https://europepmc.org/article/MED/31209336
5,,pathogenesis,,Q372016,https://europepmc.org/article/MED/31209336
6,Q189118,goblet cell,cell type,Q813622,https://europepmc.org/article/MED/31209336
7,Q12136,hyperplasia,disease,Q835051,https://europepmc.org/article/MED/31209336
8,,interactome,,Q841382,https://europepmc.org/article/MED/31209336
9,Q40397,respiratory epithelium,tissue,Q1428754,https://europepmc.org/article/MED/31209336
10,Q52193405,respiratory epithelium,medical term,Q1428754,https://europepmc.org/article/MED/31209336
11,,environment,,Q2249676,https://europepmc.org/article/MED/31209336
12,Q9332,protection,behavior,Q2251595,https://europepmc.org/article/MED/31209336
13,Q1914636,protection,activity,Q2251595,https://europepmc.org/article/MED/31209336
14,Q3504267,human lung,respiration organ,Q2640512,https://europepmc.org/article/MED/31209336
15,Q4936952,human lung,anatomical structure,Q2640512,https://europepmc.org/article/MED/31209336
16,Q4936952,lower respiratory tract,anatomical structure,Q2859739,https://europepmc.org/article/MED/31209336
17,,lung parenchyma,,Q3365000,https://europepmc.org/article/MED/31209336
18,Q14860133,Cell–cell interaction,cell communication,Q5058397,https://europepmc.org/article/MED/31209336
19,,mucosal immune system,,Q6931261,https://europepmc.org/article/MED/31209336
20,Q4936952,respiratory tract,anatomical structure,Q13400765,https://europepmc.org/article/MED/31209336
21,Q2996394,cell communication,biological process,Q14860133,https://europepmc.org/article/MED/31209336
22,Q189118,epithelial cell,cell type,Q15176415,https://europepmc.org/article/MED/31209336
23,Q26879200,single-cell RNA-seq,biochemistry method,Q18409577,https://europepmc.org/article/MED/31209336
24,,asthmatic,,Q21908916,https://europepmc.org/article/MED/31209336
25,,healthy,,Q24238419,https://europepmc.org/article/MED/31209336
26,Q189118,tissue-resident memory T cell,cell type,Q56151568,https://europepmc.org/article/MED/31209336
27,,physical interface,,Q64830866,https://europepmc.org/article/MED/31209336
28,Q189118,Th2 cells,cell type,Q67101694,https://europepmc.org/article/MED/31209336
29,,cell atlas,,Q104450703,https://europepmc.org/article/MED/31209336
30,Q189118,immune cell,cell type,Q104524156,https://europepmc.org/article/MED/31209336
31,Q19478619,cell state,metaclass,Q104539563,https://europepmc.org/article/MED/31209336
32,Q189118,structural cell,cell type,Q104667443,https://europepmc.org/article/MED/31209336
33,Q189118,mucous cell,cell type,Q104667596,https://europepmc.org/article/MED/31209336
34,,mucous ciliated cell,,Q104667622,https://europepmc.org/article/MED/31209336
35,,type 2 cytokine,,Q104667712,https://europepmc.org/article/MED/31209336
0,,gene,,Q7187,https://europepmc.org/article/MED/32327758
1,Q103914748,cell,anatomical structure class type,Q7868,https://europepmc.org/article/MED/32327758
2,Q103914748,tissue,anatomical structure class type,Q40397,https://europepmc.org/article/MED/32327758
3,,data,,Q42848,https://europepmc.org/article/MED/32327758
4,Q3505845,patient,state,Q181600,https://europepmc.org/article/MED/32327758
5,,role,,Q214339,https://europepmc.org/article/MED/32327758
6,,usability,,Q216378,https://europepmc.org/article/MED/32327758
7,Q2996394,tropism,biological process,Q239762,https://europepmc.org/article/MED/32327758
8,Q151885,open data,concept,Q309901,https://europepmc.org/article/MED/32327758
9,Q595523,open data,notion,Q309901,https://europepmc.org/article/MED/32327758
10,Q627436,open data,field of work,Q309901,https://europepmc.org/article/MED/32327758
11,Q2996394,innate immune response,biological process,Q428253,https://europepmc.org/article/MED/32327758
12,,sample,,Q485146,https://europepmc.org/article/MED/32327758
13,,pathogen transmission,,Q525512,https://europepmc.org/article/MED/32327758
14,,efficiency,,Q1034411,https://europepmc.org/article/MED/32327758
15,,resource,,Q1554231,https://europepmc.org/article/MED/32327758
16,,clinic,,Q1774898,https://europepmc.org/article/MED/32327758
17,Q18123741,viral infectious disease,infectious disease,Q1928978,https://europepmc.org/article/MED/32327758
18,Q2996394,viral entry into host cell,biological process,Q4118894,https://europepmc.org/article/MED/32327758
19,,primary transcript,,Q7243183,https://europepmc.org/article/MED/32327758
20,Q26879200,single-cell RNA-seq,biochemistry method,Q18409577,https://europepmc.org/article/MED/32327758
21,Q16334295,tissue donors,group of humans,Q65982613,https://europepmc.org/article/MED/32327758
22,Q855769,SARS-CoV-2,strain,Q82069695,https://europepmc.org/article/MED/32327758
23,Q75913269,SARS-CoV-2,group or class of strains,Q82069695,https://europepmc.org/article/MED/32327758
24,Q609748,COVID-19,emerging communicable disease,Q84263196,https://europepmc.org/article/MED/32327758
25,Q2633267,COVID-19,atypical pneumonia,Q84263196,https://europepmc.org/article/MED/32327758
26,,coexpression,,Q104623136,https://europepmc.org/article/MED/32327758
27,Q189118,airway cell,cell type,Q104695587,https://europepmc.org/article/MED/32327758
28,Q189118,corneal cell,cell type,Q104695607,https://europepmc.org/article/MED/32327758
29,Q189118,intestinal epithelial cell,cell type,Q104695690,https://europepmc.org/article/MED/32327758
30,Q189118,nasal epithelial cell,cell type,Q104695786,https://europepmc.org/article/MED/32327758
31,Q2996394,viral spread,biological process,Q104695855,https://europepmc.org/article/MED/32327758
32,Q2996394,viral clearance,biological process,Q104695858,https://europepmc.org/article/MED/32327758
33,,Q104695863,,Q104695863,https://europepmc.org/article/MED/32327758
0,Q1047113,biology,specialty,Q420,https://europepmc.org/article/MED/32341560
1,Q2267705,biology,field of study,Q420,https://europepmc.org/article/MED/32341560
2,Q2465832,biology,branch of science,Q420,https://europepmc.org/article/MED/32341560
3,Q4671286,biology,academic major,Q420,https://europepmc.org/article/MED/32341560
4,Q11862829,biology,academic discipline,Q420,https://europepmc.org/article/MED/32341560
5,Q1790144,year,unit of time,Q577,https://europepmc.org/article/MED/32341560
6,Q21684377,year,unit without standard conversion to SI,Q577,https://europepmc.org/article/MED/32341560
7,Q82047057,year,UCUM derived unit,Q577,https://europepmc.org/article/MED/32341560
8,,experiment,,Q101965,https://europepmc.org/article/MED/32341560
9,,sample,,Q485146,https://europepmc.org/article/MED/32341560
10,Q739302,software development,production,Q638608,https://europepmc.org/article/MED/32341560
11,,expertise,,Q644238,https://europepmc.org/article/MED/32341560
12,Q189118,peripheral blood mononuclear cell,cell type,Q736033,https://europepmc.org/article/MED/32341560
13,Q10843872,benchmarking,engineering process,Q816754,https://europepmc.org/article/MED/32341560
14,,cDNA library,,Q869146,https://europepmc.org/article/MED/32341560
15,Q1799072,pipeline,method,Q1192422,https://europepmc.org/article/MED/32341560
16,Q66747126,pipeline,computer science term,Q1192422,https://europepmc.org/article/MED/32341560
17,,aptitude,,Q1347367,https://europepmc.org/article/MED/32341560
18,Q1197550,throughput,computer performance,Q1383412,https://europepmc.org/article/MED/32341560
19,Q7692348,throughput,technical limitation,Q1383412,https://europepmc.org/article/MED/32341560
20,,resource,,Q1554231,https://europepmc.org/article/MED/32341560
21,,comparison,,Q1720648,https://europepmc.org/article/MED/32341560
22,,use,,Q1724915,https://europepmc.org/article/MED/32341560
23,,technique,,Q2695280,https://europepmc.org/article/MED/32341560
24,,Q3822724,,Q3822724,https://europepmc.org/article/MED/32341560
25,Q317623,data processing,technical standard,Q6661985,https://europepmc.org/article/MED/32341560
26,,sensitivity,,Q6842789,https://europepmc.org/article/MED/32341560
27,,Read,,Q7300356,https://europepmc.org/article/MED/32341560
28,,research center,,Q7315155,https://europepmc.org/article/MED/32341560
29,Q41172303,discovery,core concept,Q12772819,https://europepmc.org/article/MED/32341560
30,Q26879200,single-cell RNA-seq,biochemistry method,Q18409577,https://europepmc.org/article/MED/32341560
31,,cell line,,Q21014462,https://europepmc.org/article/MED/32341560
32,Q937228,flexibility,property,Q65921492,https://europepmc.org/article/MED/32341560
33,,Q103815741,,Q103815741,https://europepmc.org/article/MED/32341560
34,,cell atlas,,Q104450703,https://europepmc.org/article/MED/32341560
35,,brain tissue,,Q104519508,https://europepmc.org/article/MED/32341560
36,,cell multiplet,,Q104539770,https://europepmc.org/article/MED/32341560
37,,read alignment,,Q104708871,https://europepmc.org/article/MED/32341560
38,,biological knowledge,,Q104708873,https://europepmc.org/article/MED/32341560
0,,software,,Q7397,https://europepmc.org/article/MED/32405060
1,Q103914748,cell,anatomical structure class type,Q7868,https://europepmc.org/article/MED/32405060
2,Q47154513,RNA,structural class of chemical compounds,Q11053,https://europepmc.org/article/MED/32405060
3,Q101998,ecosystem,biome,Q37813,https://europepmc.org/article/MED/32405060
4,Q96116695,ecosystem,type of system,Q37813,https://europepmc.org/article/MED/32405060
5,Q5058355,nucleus,cellular component,Q40260,https://europepmc.org/article/MED/32405060
6,Q103914748,tissue,anatomical structure class type,Q40397,https://europepmc.org/article/MED/32405060
7,Q1216998,tumor,neoplasm,Q133212,https://europepmc.org/article/MED/32405060
8,,quality,,Q185957,https://europepmc.org/article/MED/32405060
9,Q24017414,cell type,second-order class,Q189118,https://europepmc.org/article/MED/32405060
10,Q103997018,cell type,direct anatomical metaclass,Q189118,https://europepmc.org/article/MED/32405060
11,,obstacle,,Q264661,https://europepmc.org/article/MED/32405060
12,,sample,,Q485146,https://europepmc.org/article/MED/32405060
13,,test,,Q1003030,https://europepmc.org/article/MED/32405060
14,Q33104279,quality,philosophical concept,Q1207505,https://europepmc.org/article/MED/32405060
15,Q96253971,quality,type of property,Q1207505,https://europepmc.org/article/MED/32405060
16,,guideline,,Q1630279,https://europepmc.org/article/MED/32405060
17,,clinic,,Q1774898,https://europepmc.org/article/MED/32405060
18,,biological specimen,,Q2075980,https://europepmc.org/article/MED/32405060
19,,customizing,,Q2164232,https://europepmc.org/article/MED/32405060
20,,proportion,,Q2631509,https://europepmc.org/article/MED/32405060
21,,technique,,Q2695280,https://europepmc.org/article/MED/32405060
22,Q33104129,work,sociological concept,Q6958747,https://europepmc.org/article/MED/32405060
23,Q26879200,single-cell RNA-seq,biochemistry method,Q18409577,https://europepmc.org/article/MED/32405060
24,Q19478619,type,metaclass,Q21146257,https://europepmc.org/article/MED/32405060
25,,Q103815741,,Q103815741,https://europepmc.org/article/MED/32405060
26,,cell atlas,,Q104450703,https://europepmc.org/article/MED/32405060
27,,cell dissociation,,Q104539569,https://europepmc.org/article/MED/32405060
28,,frozen sample,,Q104539573,https://europepmc.org/article/MED/32405060
29,,Q104551479,,Q104551479,https://europepmc.org/article/MED/32405060
30,,single-cell genomics,,Q104713710,https://europepmc.org/article/MED/32405060
31,,fresh sample,,Q104713730,https://europepmc.org/article/MED/32405060
0,Q103914748,tissue,anatomical structure class type,Q40397,https://europepmc.org/article/MED/32413319
1,,data,,Q42848,https://europepmc.org/article/MED/32413319
2,Q3062294,In vivo,Latin phrase,Q141124,https://europepmc.org/article/MED/32413319
3,Q84467700,interferon,group or class of proteins,Q188269,https://europepmc.org/article/MED/32413319
4,Q24017414,cell type,second-order class,Q189118,https://europepmc.org/article/MED/32413319
5,Q103997018,cell type,direct anatomical metaclass,Q189118,https://europepmc.org/article/MED/32413319
6,Q67015883,peptidase,group or class of enzymes,Q212410,https://europepmc.org/article/MED/32413319
7,,host,,Q221673,https://europepmc.org/article/MED/32413319
8,,in vitro experiment,,Q221681,https://europepmc.org/article/MED/32413319
9,Q8054,Angiotensin I converting enzyme 2,protein,Q301630,https://europepmc.org/article/MED/32413319
10,,pathogenesis,,Q372016,https://europepmc.org/article/MED/32413319
11,Q18123741,viral infectious disease,infectious disease,Q1928978,https://europepmc.org/article/MED/32413319
12,Q9332,protection,behavior,Q2251595,https://europepmc.org/article/MED/32413319
13,Q1914636,protection,activity,Q2251595,https://europepmc.org/article/MED/32413319
14,Q189118,Type II pneumocyte,cell type,Q3272858,https://europepmc.org/article/MED/32413319
15,Q2996394,viral entry into host cell,biological process,Q4118894,https://europepmc.org/article/MED/32413319
16,Q12136,pulmonary injury,disease,Q7259546,https://europepmc.org/article/MED/32413319
17,Q7187,ACE2,gene,Q14875321,https://europepmc.org/article/MED/32413319
18,Q16521,Homo sapiens,taxon,Q15978631,https://europepmc.org/article/MED/32413319
19,Q26879200,single-cell RNA-seq,biochemistry method,Q18409577,https://europepmc.org/article/MED/32413319
20,,Interferon-stimulated gene,,Q19597598,https://europepmc.org/article/MED/32413319
21,Q8054,Transmembrane serine protease 2,protein,Q21126599,https://europepmc.org/article/MED/32413319
22,Q16521,non-human primate,taxon,Q43301992,https://europepmc.org/article/MED/32413319
23,Q855769,SARS-CoV-2,strain,Q82069695,https://europepmc.org/article/MED/32413319
24,Q75913269,SARS-CoV-2,group or class of strains,Q82069695,https://europepmc.org/article/MED/32413319
25,Q609748,COVID-19,emerging communicable disease,Q84263196,https://europepmc.org/article/MED/32413319
26,Q2633267,COVID-19,atypical pneumonia,Q84263196,https://europepmc.org/article/MED/32413319
27,Q8054,spike glycoprotein [SARS-CoV-2],protein,Q87917585,https://europepmc.org/article/MED/32413319
28,Q189118,airway epithelial cell,cell type,Q101062683,https://europepmc.org/article/MED/32413319
29,Q189118,resident cell,cell type,Q104514674,https://europepmc.org/article/MED/32413319
30,Q2996394,expression,biological process,Q104519281,https://europepmc.org/article/MED/32413319
31,,coexpression,,Q104623136,https://europepmc.org/article/MED/32413319
32,Q189118,ACE2 and TMPRSS2 co-expressing cell,cell type,Q104623141,https://europepmc.org/article/MED/32413319
33,Q189118,ileal absorptive enterocytes,cell type,Q104623151,https://europepmc.org/article/MED/32413319
34,Q189118,nasal goblet secretory cell,cell type,Q104623160,https://europepmc.org/article/MED/32413319
35,Q2996394,gene upregulation,biological process,Q104623175,https://europepmc.org/article/MED/32413319
0,Q103812529,heart,organ type,Q1072,https://europepmc.org/article/PPR/PPR139645
1,Q33104279,knowledge,philosophical concept,Q9081,https://europepmc.org/article/PPR/PPR139645
2,Q54989186,knowledge,mental state,Q9081,https://europepmc.org/article/PPR/PPR139645
3,Q103812529,kidney,organ type,Q9377,https://europepmc.org/article/PPR/PPR139645
4,,disease,,Q12136,https://europepmc.org/article/PPR/PPR139645
5,Q185836,adult,age of a person,Q80994,https://europepmc.org/article/PPR/PPR139645
6,Q785260,adult,phase of human life,Q80994,https://europepmc.org/article/PPR/PPR139645
7,Q5932254,adult,demographic profile,Q80994,https://europepmc.org/article/PPR/PPR139645
8,,homeostasis,,Q103191,https://europepmc.org/article/PPR/PPR139645
9,Q9418,treatment,psychology,Q179661,https://europepmc.org/article/PPR/PPR139645
10,Q11190,treatment,medicine,Q179661,https://europepmc.org/article/PPR/PPR139645
11,Q189118,macrophage,cell type,Q184204,https://europepmc.org/article/PPR/PPR139645
12,,strategy,,Q185451,https://europepmc.org/article/PPR/PPR139645
13,Q24017414,cell type,second-order class,Q189118,https://europepmc.org/article/PPR/PPR139645
14,Q103997018,cell type,direct anatomical metaclass,Q189118,https://europepmc.org/article/PPR/PPR139645
15,Q11862829,cardiovascular disease,academic discipline,Q389735,https://europepmc.org/article/PPR/PPR139645
16,Q189118,fibroblast,cell type,Q463418,https://europepmc.org/article/PPR/PPR139645
17,Q189118,pericytes,cell type,Q500446,https://europepmc.org/article/PPR/PPR139645
18,Q189118,cardiomyocyte,cell type,Q1047227,https://europepmc.org/article/PPR/PPR139645
19,,skeletal striated muscle,,Q1048687,https://europepmc.org/article/PPR/PPR139645
20,Q4936952,atrium,anatomical structure,Q1074839,https://europepmc.org/article/PPR/PPR139645
21,,cause of death,,Q1931388,https://europepmc.org/article/PPR/PPR139645
22,Q4936952,ventricle,anatomical structure,Q2002035,https://europepmc.org/article/PPR/PPR139645
23,Q4936952,interventricular septum,anatomical structure,Q2397680,https://europepmc.org/article/PPR/PPR139645
24,Q712378,human heart,organ,Q2419844,https://europepmc.org/article/PPR/PPR139645
25,Q52193405,human heart,medical term,Q2419844,https://europepmc.org/article/PPR/PPR139645
26,,analytical technique,,Q4751159,https://europepmc.org/article/PPR/PPR139645
27,Q14860133,Cell–cell interaction,cell communication,Q5058397,https://europepmc.org/article/PPR/PPR139645
28,Q189118,endothelial cell,cell type,Q11394395,https://europepmc.org/article/PPR/PPR139645
29,Q14565197,left,relative direction,Q13196750,https://europepmc.org/article/PPR/PPR139645
30,Q18340392,left,different meanings of the word for the direction left,Q13196750,https://europepmc.org/article/PPR/PPR139645
31,Q82794,worldwide,geographic region,Q13780930,https://europepmc.org/article/PPR/PPR139645
32,Q14565197,right,relative direction,Q14565199,https://europepmc.org/article/PPR/PPR139645
33,Q26879200,single-cell RNA-seq,biochemistry method,Q18409577,https://europepmc.org/article/PPR/PPR139645
34,,group of cells,,Q20088819,https://europepmc.org/article/PPR/PPR139645
35,Q103914748,organ part,anatomical structure class type,Q27162596,https://europepmc.org/article/PPR/PPR139645
36,Q189118,endothelial cell of vein,cell type,Q66558290,https://europepmc.org/article/PPR/PPR139645
37,Q189118,capillary endothelial cell,cell type,Q66563433,https://europepmc.org/article/PPR/PPR139645
38,Q189118,endothelial cell of artery,cell type,Q66563437,https://europepmc.org/article/PPR/PPR139645
39,Q189118,endothelial cell of lymphatic vessel,cell type,Q66564051,https://europepmc.org/article/PPR/PPR139645
40,Q4936952,vasculature,anatomical structure,Q66566650,https://europepmc.org/article/PPR/PPR139645
41,Q189118,heart cell,cell type,Q66591224,https://europepmc.org/article/PPR/PPR139645
42,,Q103815741,,Q103815741,https://europepmc.org/article/PPR/PPR139645
43,,cell atlas,,Q104450703,https://europepmc.org/article/PPR/PPR139645
44,,gene expression profile,,Q104514053,https://europepmc.org/article/PPR/PPR139645
45,,molecular process,,Q104745297,https://europepmc.org/article/PPR/PPR139645
46,,heart apex,,Q104745573,https://europepmc.org/article/PPR/PPR139645
47,,cellular heterogeneity,,Q104745593,https://europepmc.org/article/PPR/PPR139645
48,,single-cell cluster,,Q104745744,https://europepmc.org/article/PPR/PPR139645
49,Q189118,cardiac tissue resident macrophage,cell type,Q104745975,https://europepmc.org/article/PPR/PPR139645
50,,Q104746072,,Q104746072,https://europepmc.org/article/PPR/PPR139645
51,Q189118,inflammatory cell,cell type,Q104746126,https://europepmc.org/article/PPR/PPR139645
52,Q104539563,inflammatory cell,cell state,Q104746126,https://europepmc.org/article/PPR/PPR139645
53,Q189118,reparative cell,cell type,Q104746180,https://europepmc.org/article/PPR/PPR139645
54,Q104539563,reparative cell,cell state,Q104746180,https://europepmc.org/article/PPR/PPR139645
0,,gene,,Q7187,https://europepmc.org/article/PPR/PPR153395
1,Q930752,pathology,medical specialty,Q7208,https://europepmc.org/article/PPR/PPR153395
2,Q11862829,pathology,academic discipline,Q7208,https://europepmc.org/article/PPR/PPR153395
3,,nose,,Q7363,https://europepmc.org/article/PPR/PPR153395
4,Q5932254,child,demographic profile,Q7569,https://europepmc.org/article/PPR/PPR153395
5,Q103914748,cell,anatomical structure class type,Q7868,https://europepmc.org/article/PPR/PPR153395
6,Q103812529,lung,organ type,Q7886,https://europepmc.org/article/PPR/PPR153395
7,,human fetus,,Q26513,https://europepmc.org/article/PPR/PPR153395
8,Q2996394,gene expression,biological process,Q26972,https://europepmc.org/article/PPR/PPR153395
9,Q103914748,tissue,anatomical structure class type,Q40397,https://europepmc.org/article/PPR/PPR153395
10,Q930752,paediatrics,medical specialty,Q123028,https://europepmc.org/article/PPR/PPR153395
11,Q11862829,paediatrics,academic discipline,Q123028,https://europepmc.org/article/PPR/PPR153395
12,Q2465832,epidemiology,branch of science,Q133805,https://europepmc.org/article/PPR/PPR153395
13,Q151885,immunity,concept,Q182581,https://europepmc.org/article/PPR/PPR153395
14,Q189118,macrophage,cell type,Q184204,https://europepmc.org/article/PPR/PPR153395
15,,age of a person,,Q185836,https://europepmc.org/article/PPR/PPR153395
16,Q24017414,cell type,second-order class,Q189118,https://europepmc.org/article/PPR/PPR153395
17,Q103997018,cell type,direct anatomical metaclass,Q189118,https://europepmc.org/article/PPR/PPR153395
18,Q4936952,pulmonary alveolus,anatomical structure,Q191341,https://europepmc.org/article/PPR/PPR153395
19,Q67015883,peptidase,group or class of enzymes,Q212410,https://europepmc.org/article/PPR/PPR153395
20,,analysis,,Q217602,https://europepmc.org/article/PPR/PPR153395
21,Q30336093,complement system,biological system,Q334848,https://europepmc.org/article/PPR/PPR153395
22,,pathogenesis,,Q372016,https://europepmc.org/article/PPR/PPR153395
23,,sample,,Q485146,https://europepmc.org/article/PPR/PPR153395
24,,pathogen transmission,,Q525512,https://europepmc.org/article/PPR/PPR153395
25,,smoking,,Q662860,https://europepmc.org/article/PPR/PPR153395
26,Q103914748,organ,anatomical structure class type,Q712378,https://europepmc.org/article/PPR/PPR153395
27,,meta-analysis,,Q815382,https://europepmc.org/article/PPR/PPR153395
28,Q189118,cardiomyocyte,cell type,Q1047227,https://europepmc.org/article/PPR/PPR153395
29,,data set,,Q1172284,https://europepmc.org/article/PPR/PPR153395
30,Q189118,enterocyte,cell type,Q1340349,https://europepmc.org/article/PPR/PPR153395
31,Q18123741,viral infectious disease,infectious disease,Q1928978,https://europepmc.org/article/PPR/PPR153395
32,,elderly people,,Q2191986,https://europepmc.org/article/PPR/PPR153395
33,,lung parenchyma,,Q3365000,https://europepmc.org/article/PPR/PPR153395
34,Q2996394,viral entry into host cell,biological process,Q4118894,https://europepmc.org/article/PPR/PPR153395
35,,biological pathway,,Q4915012,https://europepmc.org/article/PPR/PPR153395
36,Q8054,Cathepsin L,protein,Q5052487,https://europepmc.org/article/PPR/PPR153395
37,Q48264,male,gender identity,Q6581097,https://europepmc.org/article/PPR/PPR153395
38,Q4369513,male,sex of humans,Q6581097,https://europepmc.org/article/PPR/PPR153395
39,,Nasal meatus,,Q6966575,https://europepmc.org/article/PPR/PPR153395
40,,adult human,,Q9584157,https://europepmc.org/article/PPR/PPR153395
41,Q4936952,respiratory tract,anatomical structure,Q13400765,https://europepmc.org/article/PPR/PPR153395
42,Q2996394,tumor necrosis factor-mediated signaling pathway,biological process,Q14864211,https://europepmc.org/article/PPR/PPR153395
43,Q7187,IL6,gene,Q14865236,https://europepmc.org/article/PPR/PPR153395
44,Q7187,ACE2,gene,Q14875321,https://europepmc.org/article/PPR/PPR153395
45,Q189118,epithelial cell,cell type,Q15176415,https://europepmc.org/article/PPR/PPR153395
46,Q7187,CTSL,gene,Q18022191,https://europepmc.org/article/PPR/PPR153395
47,Q7187,IL1R1,gene,Q18027814,https://europepmc.org/article/PPR/PPR153395
48,Q7187,IL6R,gene,Q18027836,https://europepmc.org/article/PPR/PPR153395
49,Q7187,TMPRSS2,gene,Q18032025,https://europepmc.org/article/PPR/PPR153395
50,Q26879200,single-cell RNA-seq,biochemistry method,Q18409577,https://europepmc.org/article/PPR/PPR153395
51,Q8054,Transmembrane serine protease 2,protein,Q21126599,https://europepmc.org/article/PPR/PPR153395
52,,age group,,Q42401304,https://europepmc.org/article/PPR/PPR153395
53,,disease susceptibility,,Q65534164,https://europepmc.org/article/PPR/PPR153395
54,Q16334295,tissue donors,group of humans,Q65982613,https://europepmc.org/article/PPR/PPR153395
55,Q189118,corneal epithelial cell,cell type,Q66568505,https://europepmc.org/article/PPR/PPR153395
56,Q12184,COVID-19 pandemic,pandemic,Q81068910,https://europepmc.org/article/PPR/PPR153395
57,Q3241045,COVID-19 pandemic,disease outbreak,Q81068910,https://europepmc.org/article/PPR/PPR153395
58,Q17076801,COVID-19 pandemic,public health emergency of international concern,Q81068910,https://europepmc.org/article/PPR/PPR153395
59,Q855769,SARS-CoV-2,strain,Q82069695,https://europepmc.org/article/PPR/PPR153395
60,Q75913269,SARS-CoV-2,group or class of strains,Q82069695,https://europepmc.org/article/PPR/PPR153395
61,Q609748,COVID-19,emerging communicable disease,Q84263196,https://europepmc.org/article/PPR/PPR153395
62,Q2633267,COVID-19,atypical pneumonia,Q84263196,https://europepmc.org/article/PPR/PPR153395
63,Q54932064,disease progression,disease attributes,Q86758334,https://europepmc.org/article/PPR/PPR153395
64,Q189118,airway epithelial cell,cell type,Q101062683,https://europepmc.org/article/PPR/PPR153395
65,,Q103815741,,Q103815741,https://europepmc.org/article/PPR/PPR153395
66,,intestinal tissue,,Q104192151,https://europepmc.org/article/PPR/PPR153395
67,Q2996394,cell-cell communication,biological process,Q104519408,https://europepmc.org/article/PPR/PPR153395
68,,lung tissue,,Q104525708,https://europepmc.org/article/PPR/PPR153395
69,,coexpression,,Q104623136,https://europepmc.org/article/PPR/PPR153395
70,Q189118,ACE2 and TMPRSS2 co-expressing cell,cell type,Q104623141,https://europepmc.org/article/PPR/PPR153395
71,Q2996394,RNA expression,biological process,Q104767501,https://europepmc.org/article/PPR/PPR153395
72,Q189118,heart pericyte,cell type,Q104777704,https://europepmc.org/article/PPR/PPR153395
73,Q189118,olfactory sustentacular cell,cell type,Q104777709,https://europepmc.org/article/PPR/PPR153395
74,Q189118,renal epithelial cell,cell type,Q104777710,https://europepmc.org/article/PPR/PPR153395
75,,Q104777745,,Q104777745,https://europepmc.org/article/PPR/PPR153395
76,,nasal tissue,,Q104777904,https://europepmc.org/article/PPR/PPR153395
0,Q11862829,physiology,academic discipline,Q521,https://europepmc.org/article/PPR/PPR150278
